vid,yid,start,end,raw-text,tokenized-text,gloss,split,start_time,end_time,total_start_sec,total_end_sec,filename
AKtthktaYps-00:09:16.399-00:09:27.279,AKtthktaYps,00:09:16.399,00:09:27.279,"Unfortunately by the time we got to our friend's house, most of the guests were gone but the food was still there so we did eat a great meal.",unfortunately by the time we got to our friend 's house most of the guests were gone but the food was still there so we did eat a great meal,,train,1900-01-01 00:09:16.399,1900-01-01 00:09:27.279,556.399,567.279,video(556.399-567.279).mp4
AKtthktaYps-00:09:27.279-00:09:36.480,AKtthktaYps,00:09:27.279,00:09:36.480,"And speaking of great meals, some of my coworkers threw down in the kitchen and whipped up delicious dishes.",and speaking of great meals some of my coworkers threw down in the kitchen and whipped up delicious dishes,,train,1900-01-01 00:09:27.279,1900-01-01 00:09:36.480,567.279,576.48,video(567.279-576.48).mp4
AKtthktaYps-00:09:36.480-00:09:47.120,AKtthktaYps,00:09:36.480,00:09:47.120,We will close the show with a few more pictures from our Sign1News family showing how they celebrated Thanksgiving this year.,we will close the show with a few more pictures from our sign1news family showing how they celebrated thanksgiving this year,,train,1900-01-01 00:09:36.480,1900-01-01 00:09:47.120,576.48,587.12,video(576.48-587.12).mp4
AKtthktaYps-00:10:17.759-00:10:20.399,AKtthktaYps,00:10:17.759,00:10:20.399,And those are your top stories for today.,and those are your top stories for today,,train,1900-01-01 00:10:17.759,1900-01-01 00:10:20.399,617.759,620.399,video(617.759-620.399).mp4
AKtthktaYps-00:10:20.399-00:10:21.919,AKtthktaYps,00:10:20.399,00:10:21.919,I'm Crystal Cousineau.,i 'm crystal cousineau,,train,1900-01-01 00:10:20.399,1900-01-01 00:10:21.919,620.399,621.919,video(620.399-621.919).mp4
AKtthktaYps-00:10:22.000-00:10:24.879,AKtthktaYps,00:10:22.000,00:10:24.879,Thank you for watching Sign1News.,thank you for watching sign1news,,train,1900-01-01 00:10:22.000,1900-01-01 00:10:24.879,622.0,624.879,video(622.0-624.879).mp4
AKtthktaYps-00:10:25.440-00:10:29.679,AKtthktaYps,00:10:25.440,00:10:29.679,Remember to like us on Facebook and follow us on Twitter.,remember to like us on facebook and follow us on twitter,,train,1900-01-01 00:10:25.440,1900-01-01 00:10:29.679,625.44,629.679,video(625.44-629.679).mp4
AKtthktaYps-00:10:30.000-00:10:32.080,AKtthktaYps,00:10:30.000,00:10:32.080,Sign1News.,sign1news,,train,1900-01-01 00:10:30.000,1900-01-01 00:10:32.080,630.0,632.08,video(630.0-632.08).mp4
AKtthktaYps-00:10:32.159-00:10:34.000,AKtthktaYps,00:10:32.159,00:10:34.000,Your life.,your life,,train,1900-01-01 00:10:32.159,1900-01-01 00:10:34.000,632.159,634.0,video(632.159-634.0).mp4
AKtthktaYps-00:10:34.000-00:10:41.919,AKtthktaYps,00:10:34.000,00:10:41.919,Your language.,your language,,train,1900-01-01 00:10:34.000,1900-01-01 00:10:41.919,634.0,641.919,video(634.0-641.919).mp4
ALW91e6WPTU-00:00:00.300-00:00:17.951,ALW91e6WPTU,00:00:00.300,00:00:17.951,Three weeks ago I had the opportunity to attend a guest presentation at the University of Michigan by NTID/RIT professor and socio-linguistic researcher Dr. Joseph Hill.,three weeks ago i had the opportunity to attend a guest presentation at the university of michigan by ntid/rit professor and socio linguistic researcher dr. joseph hill,,train,1900-01-01 00:00:00.300,1900-01-01 00:00:17.951,0.3,17.951,video(0.3-17.951).mp4
ALW91e6WPTU-00:00:22.422-00:00:40.707,ALW91e6WPTU,00:00:22.422,00:00:40.707,"Dr. Hill's presentation title was ""Black, Deaf, and Disabled: Navigating the Institutional, Ideological, and Linguistic Barriers with Intersectional Identities in the United States.""","dr. hill 's presentation title was black, deaf and disabled navigating the institutional ideological and linguistic barriers with intersectional identities in the united states",,train,1900-01-01 00:00:22.422,1900-01-01 00:00:40.707,22.422,40.707,video(22.422-40.707).mp4
ALW91e6WPTU-00:00:40.707-00:00:47.581,ALW91e6WPTU,00:00:40.707,00:00:47.581,Dr. Hill shared some of his research on Black ASL.,dr. hill shared some of his research on black asl,,train,1900-01-01 00:00:40.707,1900-01-01 00:00:47.581,40.707,47.581,video(40.707-47.581).mp4
ALW91e6WPTU-00:00:47.581-00:01:00.960,ALW91e6WPTU,00:00:47.581,00:01:00.960,"I will show you clips of an onsite interview and show you some clips of his live-streamed presentation from the University of Michigan, which I have permission to share.",i will show you clips of an onsite interview and show you some clips of his live streamed presentation from the university of michigan which i have permission to share,,train,1900-01-01 00:00:47.581,1900-01-01 00:01:00.960,47.581,60.96,video(47.581-60.96).mp4
ALW91e6WPTU-00:01:10.771-00:01:14.740,ALW91e6WPTU,00:01:10.771,00:01:14.740,I'm Dr. Joseph Hill.,i 'm dr. joseph hill,,train,1900-01-01 00:01:10.771,1900-01-01 00:01:14.740,70.771,74.74,video(70.771-74.74).mp4
ALW91e6WPTU-00:01:14.740-00:01:21.915,ALW91e6WPTU,00:01:14.740,00:01:21.915,I work at RIT in the Department of ASL and Interpreting Education.,i work at rit in the department of asl and interpreting education,,train,1900-01-01 00:01:14.740,1900-01-01 00:01:21.915,74.74,81.915,video(74.74-81.915).mp4
ALW91e6WPTU-00:01:21.915-00:01:23.450,ALW91e6WPTU,00:01:21.915,00:01:23.450,I teach interpreting students.,i teach interpreting students,,train,1900-01-01 00:01:21.915,1900-01-01 00:01:23.450,81.915,83.45,video(81.915-83.45).mp4
ALW91e6WPTU-00:01:23.450-00:01:26.787,ALW91e6WPTU,00:01:23.450,00:01:26.787,I'm sure many of you have taken ASL classes.,i 'm sure many of you have taken asl classes,,train,1900-01-01 00:01:23.450,1900-01-01 00:01:26.787,83.45,86.787,video(83.45-86.787).mp4
ALW91e6WPTU-00:01:26.787-00:01:28.621,ALW91e6WPTU,00:01:26.787,00:01:28.621,I'm seeing a lot of hands raised.,i 'm seeing a lot of hands raised,,train,1900-01-01 00:01:26.787,1900-01-01 00:01:28.621,86.787,88.621,video(86.787-88.621).mp4
ALW91e6WPTU-00:01:28.621-00:01:30.290,ALW91e6WPTU,00:01:28.621,00:01:30.290,Many of you!,many of you,,train,1900-01-01 00:01:28.621,1900-01-01 00:01:30.290,88.621,90.29,video(88.621-90.29).mp4
ALW91e6WPTU-00:01:30.290-00:01:39.665,ALW91e6WPTU,00:01:30.290,00:01:39.665,"Okay, in your ASL classes, have you learned something about Black and Deaf history, culture, or language?",okay in your asl classes have you learned something about black and deaf history culture or language,,train,1900-01-01 00:01:30.290,1900-01-01 00:01:39.665,90.29,99.665,video(90.29-99.665).mp4
ALW91e6WPTU-00:01:39.665-00:01:43.537,ALW91e6WPTU,00:01:39.665,00:01:43.537,How many hands?,how many hands,,train,1900-01-01 00:01:39.665,1900-01-01 00:01:43.537,99.665,103.537,video(99.665-103.537).mp4
ALW91e6WPTU-00:01:43.537-00:01:44.570,ALW91e6WPTU,00:01:43.537,00:01:44.570,Not many.,not many,,train,1900-01-01 00:01:43.537,1900-01-01 00:01:44.570,103.537,104.57,video(103.537-104.57).mp4
ALW91e6WPTU-00:01:44.570-00:01:50.576,ALW91e6WPTU,00:01:44.570,00:01:50.576,"So, many of you took ASL classes but have not learned about Black Deaf culture, history, or language.",so many of you took asl classes but have not learned about black deaf culture history or language,,train,1900-01-01 00:01:44.570,1900-01-01 00:01:50.576,104.57,110.576,video(104.57-110.576).mp4
ALW91e6WPTU-00:01:50.576-00:01:57.150,ALW91e6WPTU,00:01:50.576,00:01:57.150,"I teach linguistics, do interviews and assessments, also interpreting research.",i teach linguistics do interviews and assessments also interpreting research,,train,1900-01-01 00:01:50.576,1900-01-01 00:01:57.150,110.576,117.15,video(110.576-117.15).mp4
ALW91e6WPTU-00:01:57.150-00:01:58.652,ALW91e6WPTU,00:01:57.150,00:01:58.652,That's my background.,that 's my background,,train,1900-01-01 00:01:57.150,1900-01-01 00:01:58.652,117.15,118.652,video(117.15-118.652).mp4
ALW91e6WPTU-00:01:58.652-00:02:10.062,ALW91e6WPTU,00:01:58.652,00:02:10.062,"But it's not just that as I do research on various socio-linguistics topics, which means I focus on how language and culture overlap each other.",but it 's not just that as i do research on various socio linguistics topics which means i focus on how language and culture overlap each other,,train,1900-01-01 00:01:58.652,1900-01-01 00:02:10.062,118.652,130.062,video(118.652-130.062).mp4
ALW91e6WPTU-00:02:10.062-00:02:12.665,ALW91e6WPTU,00:02:10.062,00:02:12.665,Most of the time I look at language variations.,most of the time i look at language variations,,train,1900-01-01 00:02:10.062,1900-01-01 00:02:12.665,130.062,132.665,video(130.062-132.665).mp4
ALW91e6WPTU-00:02:18.070-00:02:19.372,ALW91e6WPTU,00:02:18.070,00:02:19.372,Where is that?,where is that,,train,1900-01-01 00:02:18.070,1900-01-01 00:02:19.372,138.07,139.372,video(138.07-139.372).mp4
ALW91e6WPTU-00:02:19.372-00:02:23.710,ALW91e6WPTU,00:02:19.372,00:02:23.710,That is in the Pennsylvania region.,that is in the pennsylvania region,,train,1900-01-01 00:02:19.372,1900-01-01 00:02:23.710,139.372,143.71,video(139.372-143.71).mp4
ALW91e6WPTU-00:02:23.710-00:02:25.444,ALW91e6WPTU,00:02:23.710,00:02:25.444,Another sign is this.,another sign is this,,train,1900-01-01 00:02:23.710,1900-01-01 00:02:25.444,143.71,145.444,video(143.71-145.444).mp4
ALW91e6WPTU-00:02:25.444-00:02:29.483,ALW91e6WPTU,00:02:25.444,00:02:29.483,(Shows sign).,shows sign,,train,1900-01-01 00:02:25.444,1900-01-01 00:02:29.483,145.444,149.483,video(145.444-149.483).mp4
ALW91e6WPTU-00:02:29.483-00:02:30.783,ALW91e6WPTU,00:02:29.483,00:02:30.783,Another sign is this.,another sign is this,,train,1900-01-01 00:02:29.483,1900-01-01 00:02:30.783,149.483,150.783,video(149.483-150.783).mp4
ALW91e6WPTU-00:02:30.783-00:02:33.652,ALW91e6WPTU,00:02:30.783,00:02:33.652,(Shows sign).,shows sign,,train,1900-01-01 00:02:30.783,1900-01-01 00:02:33.652,150.783,153.652,video(150.783-153.652).mp4
ALW91e6WPTU-00:02:33.652-00:02:34.854,ALW91e6WPTU,00:02:33.652,00:02:34.854,Another sign is this.,another sign is this,,train,1900-01-01 00:02:33.652,1900-01-01 00:02:34.854,153.652,154.854,video(153.652-154.854).mp4
ALW91e6WPTU-00:02:34.854-00:02:37.424,ALW91e6WPTU,00:02:34.854,00:02:37.424,(Shows sign).,shows sign,,train,1900-01-01 00:02:34.854,1900-01-01 00:02:37.424,154.854,157.424,video(154.854-157.424).mp4
ALW91e6WPTU-00:02:37.424-00:02:38.290,ALW91e6WPTU,00:02:37.424,00:02:38.290,And here's another one.,and here 's another one,,train,1900-01-01 00:02:37.424,1900-01-01 00:02:38.290,157.424,158.29,video(157.424-158.29).mp4
ALW91e6WPTU-00:02:38.290-00:02:39.793,ALW91e6WPTU,00:02:38.290,00:02:39.793,(Shows sign).,shows sign,,train,1900-01-01 00:02:38.290,1900-01-01 00:02:39.793,158.29,159.793,video(158.29-159.793).mp4
ALW91e6WPTU-00:02:39.793-00:02:43.597,ALW91e6WPTU,00:02:39.793,00:02:43.597,There are more signs like (Shows various signs).,there are more signs like shows various signs,,train,1900-01-01 00:02:39.793,1900-01-01 00:02:43.597,159.793,163.597,video(159.793-163.597).mp4
ALW91e6WPTU-00:02:43.597-00:02:45.866,ALW91e6WPTU,00:02:43.597,00:02:45.866,"So, there are many different signs.",so there are many different signs,,train,1900-01-01 00:02:43.597,1900-01-01 00:02:45.866,163.597,165.866,video(163.597-165.866).mp4
ALW91e6WPTU-00:02:45.866-00:02:49.635,ALW91e6WPTU,00:02:45.866,00:02:49.635,One of my favorite ones is this (shows sign.),one of my favorite ones is this shows sign,,train,1900-01-01 00:02:45.866,1900-01-01 00:02:49.635,165.866,169.635,video(165.866-169.635).mp4
ALW91e6WPTU-00:02:49.635-00:02:53.205,ALW91e6WPTU,00:02:49.635,00:02:53.205,Black ASL is what I've researched for some time now.,black asl is what i 've researched for some time now,,train,1900-01-01 00:02:49.635,1900-01-01 00:02:53.205,169.635,173.205,video(169.635-173.205).mp4
ALW91e6WPTU-00:02:53.205-00:02:56.276,ALW91e6WPTU,00:02:53.205,00:02:56.276,"Many ask me ""What is Black ASL?""",many ask me what is black asl,,train,1900-01-01 00:02:53.205,1900-01-01 00:02:56.276,173.205,176.276,video(173.205-176.276).mp4
ALW91e6WPTU-00:02:56.276-00:03:07.086,ALW91e6WPTU,00:02:56.276,00:03:07.086,It is a language variation that you can pinpoint based on geographic locations as you will see that people from a certain area sign differently from other areas.,it is a language variation that you can pinpoint based on geographic locations as you will see that people from a certain area sign differently from other areas,,train,1900-01-01 00:02:56.276,1900-01-01 00:03:07.086,176.276,187.086,video(176.276-187.086).mp4
ALW91e6WPTU-00:03:07.086-00:03:11.657,ALW91e6WPTU,00:03:07.086,00:03:11.657,"There is also a social aspect, which is a different race.",there is also a social aspect which is a different race,,train,1900-01-01 00:03:07.086,1900-01-01 00:03:11.657,187.086,191.657,video(187.086-191.657).mp4
ALW91e6WPTU-00:03:11.657-00:03:14.427,ALW91e6WPTU,00:03:11.657,00:03:14.427,You can notice that Black people sign differently.,you can notice that black people sign differently,,train,1900-01-01 00:03:11.657,1900-01-01 00:03:14.427,191.657,194.427,video(191.657-194.427).mp4
ALW91e6WPTU-00:03:14.427-00:03:18.764,ALW91e6WPTU,00:03:14.427,00:03:18.764,"If you look at white people or other races, you will see that they don't use those signs.",if you look at white people or other races you will see that they do n't use those signs,,train,1900-01-01 00:03:14.427,1900-01-01 00:03:18.764,194.427,198.764,video(194.427-198.764).mp4
ALW91e6WPTU-00:03:18.764-00:03:21.234,ALW91e6WPTU,00:03:18.764,00:03:21.234,So there is a Black ASL variation.,so there is a black asl variation,,train,1900-01-01 00:03:18.764,1900-01-01 00:03:21.234,198.764,201.234,video(198.764-201.234).mp4
ALW91e6WPTU-00:03:21.234-00:03:29.209,ALW91e6WPTU,00:03:21.234,00:03:29.209,I visited North Carolina and their sign was (shows sign).,i visited north carolina and their sign was shows sign,,train,1900-01-01 00:03:21.234,1900-01-01 00:03:29.209,201.234,209.209,video(201.234-209.209).mp4
ALW91e6WPTU-00:03:29.209-00:03:32.945,ALW91e6WPTU,00:03:29.209,00:03:32.945,That's their sign for science.,that 's their sign for science,,train,1900-01-01 00:03:29.209,1900-01-01 00:03:32.945,209.209,212.945,video(209.209-212.945).mp4
